dataset,source,target,bridge,within_community
C. elegans,44,227,False,True
C. elegans,44,245,False,False
C. elegans,44,293,False,False
C. elegans,44,295,False,True
C. elegans,45,89,False,True
C. elegans,45,50,False,False
C. elegans,45,275,False,True
C. elegans,45,112,False,True
C. elegans,45,134,False,True
C. elegans,45,296,False,True
C. elegans,45,178,False,True
C. elegans,45,200,False,True
C. elegans,45,223,False,True
C. elegans,45,225,False,True
C. elegans,46,244,False,False
C. elegans,46,287,False,True
C. elegans,46,285,False,True
C. elegans,46,78,False,True
C. elegans,46,290,False,True
C. elegans,46,291,False,True
C. elegans,46,89,False,True
C. elegans,46,294,False,True
C. elegans,46,200,False,True
C. elegans,46,220,False,False
C. elegans,46,226,False,True
C. elegans,46,227,False,True
C. elegans,46,293,False,False
C. elegans,46,292,False,False
C. elegans,46,115,False,True
C. elegans,47,49,False,False
C. elegans,47,68,False,False
C. elegans,47,237,False,True
C. elegans,47,244,False,True
C. elegans,47,245,False,True
C. elegans,47,267,False,False
C. elegans,47,268,False,False
C. elegans,47,269,False,False
C. elegans,47,272,False,False
C. elegans,47,278,False,False
C. elegans,47,62,False,False
C. elegans,47,292,False,True
C. elegans,47,145,False,False
C. elegans,47,103,False,False
C. elegans,47,279,False,True
C. elegans,48,291,False,False
C. elegans,48,50,False,True
C. elegans,48,69,False,False
C. elegans,48,238,False,False
C. elegans,48,268,False,True
C. elegans,48,269,False,True
C. elegans,48,272,False,True
C. elegans,48,277,False,True
C. elegans,48,293,False,False
C. elegans,48,156,False,False
C. elegans,48,295,False,False
C. elegans,48,256,False,True
C. elegans,49,266,False,False
C. elegans,49,267,False,False
C. elegans,49,272,False,False
C. elegans,49,82,False,False
C. elegans,49,232,False,True
C. elegans,49,61,False,False
C. elegans,49,264,False,True
C. elegans,49,78,False,True
C. elegans,49,285,False,True
C. elegans,49,63,False,False
C. elegans,49,65,False,False
C. elegans,49,66,False,False
C. elegans,49,294,False,True
C. elegans,49,295,False,True
C. elegans,49,296,False,True
C. elegans,49,68,False,True
C. elegans,49,224,False,True
C. elegans,49,50,False,False
C. elegans,49,83,False,False
C. elegans,50,267,False,True
C. elegans,50,266,False,True
C. elegans,50,271,False,True
C. elegans,50,273,False,True
C. elegans,50,278,False,True
C. elegans,50,233,False,False
C. elegans,50,61,False,True
C. elegans,50,62,False,True
C. elegans,50,89,False,False
C. elegans,50,65,False,False
C. elegans,50,66,False,False
C. elegans,50,69,False,False
C. elegans,50,83,False,True
C. elegans,50,81,False,True
C. elegans,51,104,False,True
C. elegans,51,276,False,False
C. elegans,51,109,False,False
C. elegans,51,131,False,True
C. elegans,51,266,False,True
C. elegans,51,267,False,True
C. elegans,51,268,False,True
C. elegans,51,269,False,True
C. elegans,51,270,False,True
C. elegans,51,271,False,True
C. elegans,51,277,False,True
C. elegans,51,111,False,False
C. elegans,51,130,False,True
C. elegans,51,103,False,True
C. elegans,51,285,False,False
C. elegans,51,287,False,False
C. elegans,51,235,False,False
C. elegans,52,267,False,True
C. elegans,52,272,False,True
C. elegans,52,273,False,True
C. elegans,52,266,False,True
C. elegans,52,268,False,True
C. elegans,52,269,False,True
C. elegans,52,270,False,True
C. elegans,52,271,False,True
C. elegans,52,130,False,True
C. elegans,52,57,False,True
C. elegans,52,76,False,False
C. elegans,52,220,False,False
C. elegans,52,131,False,True
C. elegans,52,58,False,False
C. elegans,53,278,False,False
C. elegans,53,276,False,True
C. elegans,53,87,False,True
C. elegans,53,86,False,True
C. elegans,53,54,False,True
C. elegans,53,268,False,False
C. elegans,53,55,False,False
C. elegans,53,88,False,False
C. elegans,53,135,False,True
C. elegans,53,74,False,False
C. elegans,53,195,False,False
C. elegans,53,220,False,False
C. elegans,53,64,False,False
C. elegans,53,118,False,True
C. elegans,53,192,False,True
C. elegans,53,191,False,True
C. elegans,54,277,False,False
C. elegans,54,136,False,True
C. elegans,54,274,False,True
C. elegans,54,268,False,False
C. elegans,54,269,False,False
C. elegans,54,55,False,False
C. elegans,54,276,False,True
C. elegans,54,87,False,True
C. elegans,54,90,False,False
C. elegans,54,135,False,True
C. elegans,54,195,False,False
C. elegans,54,220,False,False
C. elegans,54,133,False,False
C. elegans,54,132,False,False
C. elegans,54,192,False,True
C. elegans,54,191,False,True
C. elegans,55,129,False,True
C. elegans,55,133,False,True
C. elegans,55,132,False,True
C. elegans,55,266,False,True
C. elegans,55,267,False,True
C. elegans,55,268,False,True
C. elegans,55,270,False,True
C. elegans,55,271,False,True
C. elegans,55,273,False,True
C. elegans,55,278,False,True
C. elegans,55,97,False,False
C. elegans,55,110,False,False
C. elegans,55,118,False,False
C. elegans,55,119,False,False
C. elegans,55,130,False,True
C. elegans,55,131,False,True
C. elegans,55,103,False,True
C. elegans,55,104,False,True
C. elegans,55,135,False,False
C. elegans,55,136,False,False
C. elegans,55,168,False,True
C. elegans,55,221,False,False
C. elegans,56,123,False,True
C. elegans,56,111,False,False
C. elegans,56,286,False,True
C. elegans,56,285,False,True
C. elegans,56,145,False,True
C. elegans,56,178,False,True
C. elegans,56,189,False,True
C. elegans,56,200,False,True
C. elegans,56,222,False,True
C. elegans,57,267,False,True
C. elegans,57,272,False,True
C. elegans,57,273,False,True
C. elegans,57,266,False,True
C. elegans,57,270,False,True
C. elegans,57,271,False,True
C. elegans,57,76,False,False
C. elegans,57,77,False,False
C. elegans,57,220,False,False
C. elegans,57,81,False,True
C. elegans,57,60,False,False
C. elegans,58,141,False,False
C. elegans,58,60,False,True
C. elegans,58,76,False,True
C. elegans,58,77,False,True
C. elegans,58,196,False,False
C. elegans,58,197,False,True
C. elegans,58,220,False,True
C. elegans,59,137,False,False
C. elegans,59,130,False,False
C. elegans,59,109,False,False
C. elegans,59,131,False,False
C. elegans,59,142,False,False
C. elegans,59,60,False,True
C. elegans,59,162,False,True
C. elegans,59,77,False,True
C. elegans,59,196,False,False
C. elegans,59,197,False,True
C. elegans,59,198,False,True
C. elegans,59,220,False,True
C. elegans,60,74,False,True
C. elegans,60,135,False,False
C. elegans,60,136,False,False
C. elegans,60,150,False,False
C. elegans,60,169,False,True
C. elegans,60,170,False,False
C. elegans,60,73,False,True
C. elegans,60,76,False,True
C. elegans,60,133,False,False
C. elegans,60,132,False,False
C. elegans,60,77,False,True
C. elegans,60,220,False,True
C. elegans,60,75,False,True
C. elegans,60,190,False,True
C. elegans,60,187,False,True
C. elegans,61,244,False,False
C. elegans,61,245,False,False
C. elegans,61,266,False,True
C. elegans,61,267,False,True
C. elegans,61,268,False,True
C. elegans,61,269,False,True
C. elegans,61,270,False,True
C. elegans,61,271,False,True
C. elegans,61,109,False,False
C. elegans,61,62,False,True
C. elegans,61,131,False,True
C. elegans,61,94,False,True
C. elegans,62,245,False,False
C. elegans,62,266,False,True
C. elegans,62,267,False,True
C. elegans,62,268,False,True
C. elegans,62,269,False,True
C. elegans,62,270,False,True
C. elegans,62,271,False,True
C. elegans,62,272,False,True
C. elegans,62,273,False,True
C. elegans,62,109,False,False
C. elegans,62,130,False,True
C. elegans,62,74,False,False
C. elegans,62,221,False,False
C. elegans,63,86,False,True
C. elegans,63,79,False,False
C. elegans,63,268,False,False
C. elegans,63,269,False,False
C. elegans,63,276,False,True
C. elegans,63,278,False,False
C. elegans,63,103,False,False
C. elegans,63,292,False,True
C. elegans,63,293,False,True
C. elegans,64,277,False,True
C. elegans,64,280,False,False
C. elegans,64,87,False,False
C. elegans,64,136,False,False
C. elegans,64,133,False,True
C. elegans,64,256,False,True
C. elegans,64,268,False,True
C. elegans,64,269,False,True
C. elegans,64,274,False,False
C. elegans,64,278,False,True
C. elegans,64,130,False,True
C. elegans,64,131,False,True
C. elegans,64,104,False,True
C. elegans,64,293,False,False
C. elegans,64,156,False,False
C. elegans,64,132,False,True
C. elegans,65,267,False,False
C. elegans,65,111,False,True
C. elegans,65,248,False,False
C. elegans,65,249,False,False
C. elegans,65,114,False,True
C. elegans,65,272,False,False
C. elegans,65,273,False,False
C. elegans,65,113,False,True
C. elegans,65,288,False,False
C. elegans,65,235,False,False
C. elegans,65,276,False,False
C. elegans,65,110,False,True
C. elegans,65,103,False,False
C. elegans,66,249,False,False
C. elegans,66,115,False,False
C. elegans,66,273,False,False
C. elegans,66,111,False,True
C. elegans,66,289,False,False
C. elegans,66,236,False,False
C. elegans,66,238,False,False
C. elegans,66,104,False,False
C. elegans,66,113,False,True
C. elegans,66,110,False,True
C. elegans,67,231,False,True
C. elegans,67,134,False,True
C. elegans,67,287,False,True
C. elegans,67,156,False,True
C. elegans,67,178,False,True
C. elegans,67,189,False,True
C. elegans,67,200,False,True
C. elegans,67,223,False,True
C. elegans,67,236,False,True
C. elegans,68,232,False,True
C. elegans,68,245,False,False
C. elegans,68,79,False,False
C. elegans,68,114,False,False
C. elegans,68,261,False,False
C. elegans,68,266,False,False
C. elegans,68,269,False,False
C. elegans,68,272,False,False
C. elegans,68,296,False,True
C. elegans,68,235,False,True
C. elegans,68,220,False,False
C. elegans,68,135,False,False
C. elegans,69,233,False,True
C. elegans,69,225,False,True
C. elegans,69,115,False,True
C. elegans,69,256,False,False
C. elegans,69,267,False,False
C. elegans,69,269,False,False
C. elegans,69,270,False,False
C. elegans,69,273,False,False
C. elegans,69,277,False,False
C. elegans,69,296,False,True
C. elegans,69,236,False,True
C. elegans,69,220,False,False
C. elegans,69,87,False,False
C. elegans,70,267,False,True
C. elegans,70,272,False,True
C. elegans,70,273,False,True
C. elegans,70,266,False,True
C. elegans,70,137,False,False
C. elegans,70,270,False,True
C. elegans,70,271,False,True
C. elegans,70,74,False,False
C. elegans,70,87,False,False
C. elegans,70,169,False,False
C. elegans,70,86,False,False
C. elegans,71,267,False,True
C. elegans,71,272,False,True
C. elegans,71,278,False,True
C. elegans,71,270,False,True
C. elegans,71,87,False,False
C. elegans,71,221,False,False
C. elegans,71,86,False,False
C. elegans,72,273,False,True
C. elegans,72,266,False,True
C. elegans,72,271,False,True
C. elegans,72,277,False,True
C. elegans,72,221,False,False
C. elegans,73,272,False,False
C. elegans,73,273,False,False
C. elegans,73,74,False,True
C. elegans,73,169,False,True
C. elegans,73,76,False,True
C. elegans,73,220,False,True
C. elegans,74,245,False,False
C. elegans,74,292,False,False
C. elegans,74,169,False,True
C. elegans,74,170,False,False
C. elegans,74,76,False,True
C. elegans,74,77,False,True
C. elegans,74,220,False,True
C. elegans,74,109,False,False
C. elegans,75,196,False,False
C. elegans,75,77,False,True
C. elegans,75,162,False,True
C. elegans,75,169,False,True
C. elegans,75,188,False,True
C. elegans,75,220,False,True
C. elegans,76,276,False,False
C. elegans,76,135,False,False
C. elegans,76,136,False,False
C. elegans,76,150,False,False
C. elegans,76,169,False,True
C. elegans,76,274,False,False
C. elegans,76,220,False,True
C. elegans,76,188,False,True
C. elegans,76,190,False,True
C. elegans,76,187,False,True
C. elegans,77,272,False,False
C. elegans,77,273,False,False
C. elegans,77,141,False,False
C. elegans,77,142,False,False
C. elegans,77,150,False,False
C. elegans,77,169,False,True
C. elegans,77,170,False,False
C. elegans,77,220,False,True
C. elegans,77,190,False,True
C. elegans,78,214,False,True
C. elegans,78,273,False,False
C. elegans,78,232,False,True
C. elegans,78,286,False,True
C. elegans,78,288,False,True
C. elegans,78,296,False,True
C. elegans,78,178,False,True
C. elegans,78,226,False,True
C. elegans,79,271,False,True
C. elegans,79,272,False,True
C. elegans,79,82,False,True
C. elegans,79,232,False,False
C. elegans,79,214,False,False
C. elegans,79,130,False,True
C. elegans,79,131,False,True
C. elegans,79,94,False,True
C. elegans,80,83,False,False
C. elegans,80,233,False,True
C. elegans,80,231,False,True
C. elegans,80,131,False,False
C. elegans,81,278,False,True
C. elegans,81,268,False,True
C. elegans,81,269,False,True
C. elegans,81,82,False,True
C. elegans,81,83,False,True
C. elegans,81,130,False,True
C. elegans,81,131,False,True
C. elegans,81,137,False,False
C. elegans,81,234,False,True
C. elegans,81,93,False,False
C. elegans,82,133,False,True
C. elegans,82,267,False,True
C. elegans,82,274,False,False
C. elegans,82,278,False,True
C. elegans,82,86,False,False
C. elegans,82,130,False,True
C. elegans,82,132,False,True
C. elegans,82,204,False,False
C. elegans,82,219,False,False
C. elegans,83,233,False,False
C. elegans,83,266,False,True
C. elegans,83,274,False,False
C. elegans,83,277,False,True
C. elegans,83,87,False,False
C. elegans,83,130,False,True
C. elegans,83,131,False,True
C. elegans,83,132,False,True
C. elegans,83,133,False,True
C. elegans,83,95,False,True
C. elegans,83,215,False,False
C. elegans,84,221,True,True
C. elegans,85,221,True,True
C. elegans,86,269,False,False
C. elegans,86,278,False,False
C. elegans,86,87,False,True
C. elegans,86,135,False,True
C. elegans,86,248,False,True
C. elegans,86,249,False,True
C. elegans,86,144,False,False
C. elegans,86,255,False,True
C. elegans,86,256,False,False
C. elegans,86,260,False,True
C. elegans,86,261,False,True
C. elegans,86,270,False,False
C. elegans,86,277,False,False
C. elegans,86,281,False,True
C. elegans,86,282,False,True
C. elegans,86,153,False,False
C. elegans,86,292,False,True
C. elegans,86,173,False,False
C. elegans,86,188,False,False
C. elegans,86,192,False,True
C. elegans,86,220,False,False
C. elegans,86,125,True,True
C. elegans,87,268,False,False
C. elegans,87,256,False,False
C. elegans,87,277,False,False
C. elegans,87,244,False,True
C. elegans,87,245,False,True
C. elegans,87,248,False,True
C. elegans,87,249,False,True
C. elegans,87,144,False,False
C. elegans,87,255,False,True
C. elegans,87,270,False,False
C. elegans,87,281,False,True
C. elegans,87,153,False,False
C. elegans,87,154,False,False
C. elegans,87,159,False,False
C. elegans,87,133,False,False
C. elegans,87,136,False,True
C. elegans,87,293,False,True
C. elegans,87,172,False,False
C. elegans,87,173,False,False
C. elegans,87,188,False,False
C. elegans,87,190,False,False
C. elegans,87,192,False,True
C. elegans,87,220,False,False
C. elegans,87,260,False,True
C. elegans,87,126,False,False
C. elegans,87,187,False,False
C. elegans,87,193,False,False
C. elegans,88,266,False,False
C. elegans,88,130,False,False
C. elegans,88,109,False,True
C. elegans,88,90,False,True
C. elegans,88,93,False,True
C. elegans,88,137,False,True
C. elegans,88,176,False,False
C. elegans,88,221,False,True
C. elegans,89,231,False,True
C. elegans,89,272,False,False
C. elegans,89,273,False,False
C. elegans,89,233,False,True
C. elegans,89,253,False,True
C. elegans,89,289,False,True
C. elegans,89,296,False,True
C. elegans,89,189,False,True
C. elegans,89,240,False,False
C. elegans,90,267,False,False
C. elegans,90,137,False,True
C. elegans,90,109,False,True
C. elegans,90,131,False,False
C. elegans,90,93,False,True
C. elegans,90,176,False,False
C. elegans,90,221,False,True
C. elegans,90,126,False,True
C. elegans,91,266,False,True
C. elegans,91,109,False,False
C. elegans,91,131,False,True
C. elegans,91,92,False,True
C. elegans,91,221,False,False
C. elegans,92,267,False,True
C. elegans,92,109,False,False
C. elegans,92,130,False,True
C. elegans,92,221,False,False
C. elegans,93,109,False,True
C. elegans,93,130,False,False
C. elegans,93,137,False,True
C. elegans,93,221,False,True
C. elegans,94,245,False,False
C. elegans,94,266,False,True
C. elegans,94,267,False,True
C. elegans,94,272,False,True
C. elegans,94,291,False,False
C. elegans,95,239,False,False
C. elegans,95,244,False,False
C. elegans,95,266,False,True
C. elegans,95,268,False,True
C. elegans,95,269,False,True
C. elegans,95,109,False,False
C. elegans,96,267,False,False
C. elegans,96,266,False,False
C. elegans,96,270,False,False
C. elegans,96,271,False,False
C. elegans,96,151,False,False
C. elegans,96,97,False,True
C. elegans,96,98,False,True
C. elegans,96,194,False,True
C. elegans,96,195,False,True
C. elegans,96,220,False,True
C. elegans,96,106,False,True
C. elegans,96,161,False,True
C. elegans,97,267,False,False
C. elegans,97,266,False,False
C. elegans,97,99,False,True
C. elegans,97,270,False,False
C. elegans,97,271,False,False
C. elegans,97,155,False,True
C. elegans,97,98,False,True
C. elegans,97,195,False,True
C. elegans,97,107,False,True
C. elegans,97,220,False,True
C. elegans,97,106,False,True
C. elegans,97,110,False,False
C. elegans,97,118,False,False
C. elegans,98,267,False,False
C. elegans,98,266,False,False
C. elegans,98,137,False,False
C. elegans,98,270,False,False
C. elegans,98,271,False,False
C. elegans,98,99,False,True
C. elegans,98,195,False,True
C. elegans,98,107,False,True
C. elegans,98,220,False,True
C. elegans,98,106,False,True
C. elegans,98,101,False,True
C. elegans,98,124,False,True
C. elegans,99,234,False,False
C. elegans,99,195,False,True
C. elegans,99,107,False,True
C. elegans,99,220,False,True
C. elegans,99,155,False,True
C. elegans,99,168,False,False
C. elegans,99,106,False,True
C. elegans,99,110,False,False
C. elegans,99,101,False,True
C. elegans,99,102,False,True
C. elegans,99,161,False,True
C. elegans,99,179,False,True
C. elegans,99,160,False,True
C. elegans,99,177,False,True
C. elegans,100,145,False,True
C. elegans,100,291,False,True
C. elegans,100,232,False,True
C. elegans,101,110,False,False
C. elegans,101,133,False,False
C. elegans,101,220,False,True
C. elegans,102,220,False,True
C. elegans,103,276,False,False
C. elegans,103,266,False,True
C. elegans,103,267,False,True
C. elegans,103,268,False,True
C. elegans,103,269,False,True
C. elegans,103,271,False,True
C. elegans,103,273,False,True
C. elegans,103,162,False,False
C. elegans,103,113,False,False
C. elegans,103,131,False,True
C. elegans,103,136,False,False
C. elegans,103,221,False,False
C. elegans,104,238,False,False
C. elegans,104,256,False,True
C. elegans,104,266,False,True
C. elegans,104,267,False,True
C. elegans,104,268,False,True
C. elegans,104,269,False,True
C. elegans,104,272,False,True
C. elegans,104,274,False,False
C. elegans,104,162,False,False
C. elegans,104,113,False,False
C. elegans,104,130,False,True
C. elegans,104,131,False,True
C. elegans,104,135,False,False
C. elegans,104,287,False,False
C. elegans,104,293,False,False
C. elegans,104,221,False,False
C. elegans,104,110,False,False
C. elegans,105,133,False,True
C. elegans,105,132,False,True
C. elegans,105,139,False,True
C. elegans,105,190,False,False
C. elegans,105,221,False,False
C. elegans,105,138,False,True
C. elegans,106,267,False,False
C. elegans,106,266,False,False
C. elegans,106,109,False,False
C. elegans,106,168,False,False
C. elegans,106,161,False,True
C. elegans,106,116,False,False
C. elegans,106,130,False,False
C. elegans,106,131,False,False
C. elegans,106,107,False,True
C. elegans,106,108,False,True
C. elegans,106,220,False,True
C. elegans,106,139,False,False
C. elegans,106,179,False,True
C. elegans,106,120,False,False
C. elegans,106,138,False,False
C. elegans,106,121,False,False
C. elegans,106,122,False,True
C. elegans,106,124,False,True
C. elegans,107,133,False,False
C. elegans,107,132,False,False
C. elegans,107,220,False,True
C. elegans,107,193,False,True
C. elegans,108,267,False,False
C. elegans,108,266,False,False
C. elegans,108,220,False,True
C. elegans,108,193,False,True
C. elegans,109,137,False,True
C. elegans,109,248,False,False
C. elegans,109,249,False,False
C. elegans,109,130,False,False
C. elegans,109,263,False,False
C. elegans,109,265,False,False
C. elegans,109,266,False,False
C. elegans,109,268,False,False
C. elegans,109,272,False,False
C. elegans,109,273,False,False
C. elegans,109,157,False,False
C. elegans,109,158,False,False
C. elegans,109,159,False,False
C. elegans,109,161,False,False
C. elegans,109,285,False,False
C. elegans,109,287,False,False
C. elegans,109,293,False,False
C. elegans,109,179,False,False
C. elegans,109,131,False,False
C. elegans,109,118,False,False
C. elegans,109,119,False,False
C. elegans,109,122,False,False
C. elegans,109,124,False,False
C. elegans,109,126,False,True
C. elegans,110,272,False,False
C. elegans,110,273,False,False
C. elegans,110,135,False,False
C. elegans,110,136,False,False
C. elegans,110,113,False,True
C. elegans,110,244,False,False
C. elegans,110,245,False,False
C. elegans,110,200,False,False
C. elegans,110,220,False,False
C. elegans,110,221,False,True
C. elegans,110,192,False,False
C. elegans,110,191,False,False
C. elegans,111,263,False,False
C. elegans,111,266,False,False
C. elegans,111,272,False,False
C. elegans,111,285,False,False
C. elegans,111,288,False,False
C. elegans,111,247,False,False
C. elegans,112,156,False,True
C. elegans,112,233,False,True
C. elegans,112,290,False,True
C. elegans,112,291,False,True
C. elegans,113,270,False,False
C. elegans,113,271,False,False
C. elegans,113,135,False,False
C. elegans,113,136,False,False
C. elegans,113,244,False,False
C. elegans,113,245,False,False
C. elegans,113,266,False,False
C. elegans,113,267,False,False
C. elegans,113,268,False,False
C. elegans,113,288,False,False
C. elegans,113,192,False,False
C. elegans,113,191,False,False
C. elegans,116,266,False,True
C. elegans,116,270,False,True
C. elegans,116,267,False,True
C. elegans,116,271,False,True
C. elegans,116,277,False,True
C. elegans,116,120,False,True
C. elegans,116,132,False,True
C. elegans,116,138,False,True
C. elegans,116,131,False,True
C. elegans,116,129,False,True
C. elegans,116,122,False,False
C. elegans,117,267,False,True
C. elegans,117,271,False,True
C. elegans,117,130,False,True
C. elegans,117,266,False,True
C. elegans,117,270,False,True
C. elegans,117,278,False,True
C. elegans,117,129,False,True
C. elegans,117,131,False,True
C. elegans,117,137,False,False
C. elegans,117,138,False,True
C. elegans,117,124,False,False
C. elegans,118,271,False,False
C. elegans,118,274,False,True
C. elegans,118,276,False,True
C. elegans,118,119,False,True
C. elegans,118,120,False,False
C. elegans,118,121,False,False
C. elegans,118,135,False,True
C. elegans,119,276,False,True
C. elegans,119,120,False,False
C. elegans,119,121,False,False
C. elegans,119,135,False,True
C. elegans,120,266,False,True
C. elegans,120,267,False,True
C. elegans,120,270,False,True
C. elegans,120,121,False,True
C. elegans,120,130,False,True
C. elegans,121,266,False,True
C. elegans,121,267,False,True
C. elegans,121,270,False,True
C. elegans,121,271,False,True
C. elegans,121,130,False,True
C. elegans,121,131,False,True
C. elegans,122,266,False,False
C. elegans,122,130,False,False
C. elegans,122,124,False,True
C. elegans,123,214,False,True
C. elegans,123,239,False,False
C. elegans,123,286,False,True
C. elegans,123,290,False,True
C. elegans,123,145,False,True
C. elegans,123,237,False,False
C. elegans,124,276,False,False
C. elegans,124,131,False,False
C. elegans,126,266,False,False
C. elegans,126,270,False,False
C. elegans,126,131,False,False
C. elegans,129,270,False,True
C. elegans,129,271,False,True
C. elegans,129,266,False,True
C. elegans,129,267,False,True
C. elegans,129,133,False,True
C. elegans,129,132,False,True
C. elegans,130,267,False,True
C. elegans,130,272,False,True
C. elegans,130,278,False,True
C. elegans,130,270,False,True
C. elegans,130,277,False,True
C. elegans,130,240,False,True
C. elegans,130,141,False,True
C. elegans,130,266,False,True
C. elegans,130,268,False,True
C. elegans,130,269,False,True
C. elegans,130,271,False,True
C. elegans,130,273,False,True
C. elegans,130,150,False,True
C. elegans,130,157,False,False
C. elegans,130,158,False,False
C. elegans,130,159,False,False
C. elegans,130,161,False,False
C. elegans,130,131,False,True
C. elegans,130,137,False,False
C. elegans,130,138,False,True
C. elegans,130,234,False,True
C. elegans,130,179,False,False
C. elegans,130,180,False,False
C. elegans,130,181,False,False
C. elegans,130,182,False,False
C. elegans,130,183,False,False
C. elegans,130,184,False,False
C. elegans,130,185,False,False
C. elegans,131,273,False,True
C. elegans,131,266,False,True
C. elegans,131,137,False,False
C. elegans,131,278,False,True
C. elegans,131,271,False,True
C. elegans,131,277,False,True
C. elegans,131,141,False,True
C. elegans,131,267,False,True
C. elegans,131,268,False,True
C. elegans,131,269,False,True
C. elegans,131,270,False,True
C. elegans,131,272,False,True
C. elegans,131,150,False,True
C. elegans,131,157,False,False
C. elegans,131,158,False,False
C. elegans,131,159,False,False
C. elegans,131,161,False,False
C. elegans,131,139,False,True
C. elegans,131,234,False,True
C. elegans,131,179,False,False
C. elegans,131,180,False,False
C. elegans,131,181,False,False
C. elegans,131,182,False,False
C. elegans,131,183,False,False
C. elegans,131,184,False,False
C. elegans,131,185,False,False
C. elegans,131,133,False,True
C. elegans,131,132,False,True
C. elegans,132,278,False,True
C. elegans,132,133,False,True
C. elegans,132,267,False,True
C. elegans,132,269,False,True
C. elegans,132,271,False,True
C. elegans,132,273,False,True
C. elegans,132,277,False,True
C. elegans,132,162,False,False
C. elegans,132,138,False,True
C. elegans,132,188,False,False
C. elegans,132,190,False,False
C. elegans,132,196,False,True
C. elegans,132,197,False,False
C. elegans,132,220,False,False
C. elegans,132,221,False,False
C. elegans,133,277,False,True
C. elegans,133,267,False,True
C. elegans,133,269,False,True
C. elegans,133,271,False,True
C. elegans,133,273,False,True
C. elegans,133,278,False,True
C. elegans,133,162,False,False
C. elegans,133,139,False,True
C. elegans,133,188,False,False
C. elegans,133,190,False,False
C. elegans,133,196,False,True
C. elegans,133,197,False,False
C. elegans,133,220,False,False
C. elegans,133,221,False,False
C. elegans,134,231,False,True
C. elegans,134,291,False,True
C. elegans,134,156,False,True
C. elegans,134,189,False,True
C. elegans,134,236,False,True
C. elegans,135,278,False,False
C. elegans,135,276,False,True
C. elegans,135,259,False,True
C. elegans,135,261,False,True
C. elegans,135,219,False,True
C. elegans,135,193,False,False
C. elegans,136,277,False,False
C. elegans,136,260,False,True
C. elegans,136,262,False,True
C. elegans,136,219,False,True
C. elegans,136,274,False,True
C. elegans,136,190,False,False
C. elegans,137,242,False,False
C. elegans,137,268,False,False
C. elegans,137,269,False,False
C. elegans,137,277,False,False
C. elegans,137,278,False,False
C. elegans,137,157,False,False
C. elegans,137,253,False,False
C. elegans,137,286,False,False
C. elegans,137,145,False,False
C. elegans,137,156,False,False
C. elegans,138,139,False,True
C. elegans,138,266,False,True
C. elegans,138,270,False,True
C. elegans,138,278,False,True
C. elegans,139,267,False,True
C. elegans,139,271,False,True
C. elegans,139,277,False,True
C. elegans,140,267,False,True
C. elegans,140,266,False,True
C. elegans,140,268,False,True
C. elegans,140,269,False,True
C. elegans,140,270,False,True
C. elegans,140,271,False,True
C. elegans,140,155,False,False
C. elegans,140,194,False,False
C. elegans,140,203,False,False
C. elegans,140,220,False,False
C. elegans,140,161,False,False
C. elegans,141,267,False,True
C. elegans,141,272,False,True
C. elegans,141,273,False,True
C. elegans,141,266,False,True
C. elegans,141,150,False,True
C. elegans,141,220,False,False
C. elegans,142,267,False,True
C. elegans,142,272,False,True
C. elegans,142,273,False,True
C. elegans,142,266,False,True
C. elegans,142,268,False,True
C. elegans,142,269,False,True
C. elegans,142,151,False,True
C. elegans,142,196,False,True
C. elegans,142,220,False,False
C. elegans,143,267,False,True
C. elegans,143,266,False,True
C. elegans,143,268,False,True
C. elegans,143,269,False,True
C. elegans,143,270,False,True
C. elegans,143,271,False,True
C. elegans,143,196,False,True
C. elegans,143,197,False,False
C. elegans,143,220,False,False
C. elegans,143,157,False,False
C. elegans,144,267,False,False
C. elegans,144,266,False,False
C. elegans,144,268,False,False
C. elegans,144,269,False,False
C. elegans,144,270,False,False
C. elegans,144,271,False,False
C. elegans,144,152,False,True
C. elegans,144,197,False,True
C. elegans,144,198,False,True
C. elegans,144,220,False,True
C. elegans,144,158,False,True
C. elegans,145,214,False,True
C. elegans,145,239,False,False
C. elegans,145,286,False,True
C. elegans,145,222,False,True
C. elegans,145,242,False,True
C. elegans,145,204,False,True
C. elegans,145,232,False,True
C. elegans,145,255,False,False
C. elegans,146,267,False,False
C. elegans,146,266,False,False
C. elegans,146,268,False,False
C. elegans,146,269,False,False
C. elegans,146,153,False,True
C. elegans,146,198,False,True
C. elegans,146,199,False,True
C. elegans,146,220,False,True
C. elegans,146,158,False,True
C. elegans,147,159,False,True
C. elegans,147,199,False,True
C. elegans,147,201,False,True
C. elegans,147,220,False,True
C. elegans,148,159,False,True
C. elegans,148,154,False,True
C. elegans,148,201,False,True
C. elegans,148,202,False,True
C. elegans,148,220,False,True
C. elegans,149,202,False,True
C. elegans,149,203,False,True
C. elegans,149,220,False,True
C. elegans,149,160,False,True
C. elegans,150,267,False,True
C. elegans,150,272,False,True
C. elegans,150,273,False,True
C. elegans,150,266,False,True
C. elegans,150,270,False,True
C. elegans,150,271,False,True
C. elegans,150,196,False,True
C. elegans,150,220,False,False
C. elegans,151,267,False,True
C. elegans,151,272,False,True
C. elegans,151,273,False,True
C. elegans,151,266,False,True
C. elegans,151,270,False,True
C. elegans,151,271,False,True
